/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,10,9.90386962890625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_DropTail.tr,11,0.47454833984375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,1,1.62384033203125
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,2,3.98406982421875
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,3,7.0062255859375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,4,8.42620849609375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,5,9.68994140625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,6,8.56597900390625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,7,3.36639404296875
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,8,6.68792724609375
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,9,8.32427978515625
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,10,9.62371826171875
/Users/haojunzhu/Desktop/CS5700_Project3-main/Experiment-3/trace_data/exp3_Sack1_RED.tr,11,0.433349609375
